country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Portugal,PRT,2/27/21,837887,574062,263825,40882,25925,8.22,5.63,2.59,2542,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Portugal,PRT,2/28/21,861922,596812,265110,24035,26638,8.45,5.85,2.6,2612,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Portugal,PRT,3/1/21,868951,603585,265366,7029,26956,8.52,5.92,2.6,2644,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Portugal,PRT,3/2/21,885109,618393,266716,16158,27259,8.68,6.06,2.62,2673,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Portugal,PRT,3/3/21,900831,632450,268381,15722,25731,8.83,6.2,2.63,2523,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Portugal,PRT,3/4/21,929133,655719,273414,28302,25259,9.11,6.43,2.68,2477,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Portugal,PRT,3/5/21,972183,692960,279223,43050,25025,9.53,6.8,2.74,2454,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Portugal,PRT,3/6/21,1012032,724202,287830,39849,24878,9.93,7.1,2.82,2440,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Qatar,QAT,12/22/20,0,,,,0,0,,,,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,12/23/20,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,12/24/20,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,12/25/20,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,12/26/20,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,12/27/20,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,12/28/20,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,12/29/20,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,12/30/20,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,12/31/20,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/1/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/2/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/3/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/4/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/5/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/6/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/7/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/8/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/9/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/10/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/11/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/12/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/13/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/14/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/15/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/16/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/17/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/18/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/19/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/20/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/21/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/22/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/23/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/24/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/25/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/26/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/27/21,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/28/21,50000,,,,1351,1.74,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/29/21,,,,,1771,,,,615,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/30/21,,,,,2190,,,,760,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,1/31/21,,,,,2609,,,,906,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/1/21,,,,,3028,,,,1051,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/2/21,,,,,3447,,,,1196,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/3/21,,,,,3867,,,,1342,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/4/21,,,,,4286,,,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/5/21,,,,,4286,,,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/6/21,,,,,4286,,,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/7/21,,,,,4286,,,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/8/21,,,,,4286,,,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/9/21,,,,,4286,,,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/10/21,,,,,4286,,,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/11/21,,,,,4286,,,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/12/21,,,,,4286,,,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/13/21,,,,,4286,,,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/14/21,,,,,4286,,,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/15/21,,,,,4286,,,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/16/21,,,,,4286,,,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/17/21,,100000,,,4286,,3.47,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Qatar,QAT,2/18/21,140000,,,,4286,4.86,,,1488,Pfizer/BioNTech,National Strategic Group on COVID-19,https://www.gulf-times.com/story/685040
Romania,ROU,12/27/20,965,965,,,965,0.01,0.01,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,12/28/20,2066,2066,,1101,1101,0.01,0.01,,57,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,12/29/20,2778,2778,,712,906,0.01,0.01,,47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,12/30/20,5666,5666,,2888,1567,0.03,0.03,,81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,12/31/20,10289,10289,,4623,2331,0.05,0.05,,121,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/1/21,11656,11656,,1367,2138,0.06,0.06,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/2/21,13242,13242,,1586,2046,0.07,0.07,,106,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/3/21,13596,13596,,354,1804,0.07,0.07,,94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/4/21,25508,25508,,11912,3349,0.13,0.13,,174,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/5/21,41609,41609,,16101,5547,0.22,0.22,,288,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/6/21,58554,58554,,16945,7555,0.3,0.3,,393,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/7/21,76400,76400,,17846,9444,0.4,0.4,,491,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/8/21,92706,92706,,16306,11579,0.48,0.48,,602,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/9/21,102301,102301,,9595,12723,0.53,0.53,,661,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/10/21,108294,108294,,5993,13528,0.56,0.56,,703,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/11/21,125190,125190,,16896,14240,0.65,0.65,,740,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/12/21,140447,140447,,15257,14120,0.73,0.73,,734,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/13/21,154268,154268,,13821,13673,0.8,0.8,,711,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/14/21,154268,154268,,0,11124,0.8,0.8,,578,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/15/21,183669,183669,,29401,12995,0.95,0.95,,675,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/16/21,196090,196090,,12421,13398,1.02,1.02,,696,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/17/21,204185,203310,875,8095,13699,1.06,1.06,0,712,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/18/21,235239,233289,1950,31054,15721,1.22,1.21,0.01,817,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/19/21,270046,267425,2621,34807,18514,1.4,1.39,0.01,962,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/20/21,308384,302571,5813,38338,22017,1.6,1.57,0.03,1144,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/21/21,348096,338253,9843,39712,27690,1.81,1.76,0.05,1439,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/22/21,385936,374682,11254,37840,28895,2.01,1.95,0.06,1502,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/23/21,418885,406007,12878,32949,31828,2.18,2.11,0.07,1654,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/24/21,446285,433130,13155,27400,34586,2.32,2.25,0.07,1798,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/25/21,484631,459568,25063,38346,35627,2.52,2.39,0.13,1852,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/26/21,528378,487712,40666,43747,36905,2.75,2.54,0.21,1918,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/27/21,570704,513430,57274,42326,37474,2.97,2.67,0.3,1948,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/28/21,609396,534347,75049,38692,37329,3.17,2.78,0.39,1940,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/29/21,647000,554925,92075,37604,37295,3.36,2.88,0.48,1939,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/30/21,672396,571092,101304,25396,36216,3.5,2.97,0.53,1883,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,1/31/21,691415,585219,106196,19019,35019,3.59,3.04,0.55,1820,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/1/21,721184,598136,123048,29769,33793,3.75,3.11,0.64,1757,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/2/21,748732,610384,138348,27548,31479,3.89,3.17,0.72,1636,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/3/21,772202,620177,152025,23470,28785,4.01,3.22,0.79,1496,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/4/21,794795,629280,165515,22593,26486,4.13,3.27,0.86,1377,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/5/21,821552,638887,182665,26757,24936,4.27,3.32,0.95,1296,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/6/21,840812,647691,193121,19260,24059,4.37,3.37,1,1251,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/7/21,856322,656178,200144,15510,23558,4.45,3.41,1.04,1225,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/8/21,891348,661063,230285,35026,24309,4.63,3.44,1.2,1264,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/9/21,930155,666943,263212,38807,25918,4.84,3.47,1.37,1347,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/10/21,970967,671449,299518,40812,28395,5.05,3.49,1.56,1476,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/11/21,1009421,675234,334187,38454,30661,5.25,3.51,1.74,1594,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/12/21,1048797,679333,369464,39376,32464,5.45,3.53,1.92,1688,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/13/21,1084096,683347,400749,35299,34755,5.64,3.55,2.08,1807,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/14/21,1113975,686635,427340,29879,36808,5.79,3.57,2.22,1913,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/15/21,1151112,696944,454168,37137,37109,5.98,3.62,2.36,1929,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/16/21,1197089,715749,481340,45977,38133,6.22,3.72,2.5,1982,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/17/21,1240408,734929,505479,43319,38492,6.45,3.82,2.63,2001,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/18/21,1280228,753753,526475,39820,38687,6.65,3.92,2.74,2011,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/19/21,1318355,771240,547115,38127,38508,6.85,4.01,2.84,2002,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/20/21,1351279,788508,562771,32924,38169,7.02,4.1,2.93,1984,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/21/21,1379223,803098,576125,27944,37893,7.17,4.17,2.99,1970,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/22/21,1409087,819447,589640,29864,36854,7.32,4.26,3.07,1916,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/23/21,1438432,836860,601572,29345,34478,7.48,4.35,3.13,1792,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/24/21,1466649,855097,611552,28217,32320,7.62,4.44,3.18,1680,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/25/21,1486907,872361,614546,20258,29526,7.73,4.53,3.19,1535,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/26/21,1506032,890068,615964,19125,26811,7.83,4.63,3.2,1394,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/27/21,1521736,905142,616594,15704,24351,7.91,4.71,3.21,1266,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,2/28/21,1532872,915761,617111,11136,21950,7.97,4.76,3.21,1141,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,3/1/21,1565021,946781,618240,32149,22276,8.14,4.92,3.21,1158,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,3/2/21,1603179,983997,619182,38158,23535,8.33,5.11,3.22,1223,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,3/3/21,1641874,1022066,619808,38695,25032,8.53,5.31,3.22,1301,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,3/4/21,1685611,1058452,627159,43737,28386,8.76,5.5,3.26,1476,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Romania,ROU,3/5/21,1732964,1096911,636053,47353,32419,9.01,5.7,3.31,1685,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Russia,RUS,12/15/20,28500,28500,,,28500,0.02,0.02,,,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/16/20,,,,,3357,,,,23,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/17/20,,,,,3357,,,,23,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/18/20,,,,,3357,,,,23,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/19/20,,,,,3357,,,,23,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/20/20,,,,,3357,,,,23,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/21/20,,,,,3357,,,,23,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/22/20,52000,52000,,,3357,0.04,0.04,,23,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/23/20,,,,,12592,,,,86,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/24/20,,,,,21827,,,,150,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/25/20,,,,,31061,,,,213,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/26/20,,,,,40296,,,,276,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/27/20,,,,,49531,,,,339,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/28/20,,,,,58765,,,,403,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/29/20,,,,,68000,,,,466,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/30/20,,,,,68000,,,,466,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,12/31/20,,,,,68000,,,,466,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/1/21,,,,,68000,,,,466,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/2/21,800000,800000,,,68000,0.55,0.55,,466,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/3/21,,,,,60883,,,,417,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/4/21,,,,,53766,,,,368,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/5/21,,,,,46649,,,,320,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/6/21,,,,,39532,,,,271,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/7/21,,,,,32416,,,,222,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/8/21,,,,,25299,,,,173,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/9/21,,,,,18182,,,,125,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/10/21,,,,,18182,,,,125,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/11/21,,,,,18182,,,,125,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/12/21,,,,,18182,,,,125,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/13/21,1000000,1000000,,,18182,0.69,0.69,,125,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/14/21,,,,,30380,,,,208,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Russia,RUS,1/15/21,,,,,42579,,,,292,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
